Tweet,Borough,Hate Prediction,Tweet Date,Latitude,Longitude
outstanding grammar school english teachers make outstanding english tutors makes perfect sense rightnmrsglasson plus academictwitter n,Merton,other,2022-12-22 07:16:28+00:00,51.41086985,-0.18809708858824303
revel puck circuswearelewisham beckenham place park,Bromley,other,2022-12-22 07:13:33+00:00,51.36685695,0.061709076090816765
no homo,Harrow,sexual_orientation,2022-12-22 06:57:24+00:00,51.596827149999996,-0.3373046180437286
shut up you cock 😂nshe’s banging your best pal and his dog because you’re probably fridged as fuck 🤣🤣,Hillingdon,sexism,2022-12-22 06:43:09+00:00,51.542519299999995,-0.44833493117949663
percent of the problems of humans is the way we reasonnnyou can be a fan of breast but the breast of an annoying lady won’t be attractive to you anymore lol because breast cannot think,Barnet,sexism,2022-12-22 06:27:28+00:00,51.65309,-0.2002261
lets hope they cant travel freely for chinese new year or that will kick start the whole nightmare yet again,London,racism,2022-12-22 06:15:22+00:00,36.4846239,-119.44405977174983
come and bury your face in this ass 🍑👅nnbubblebutt bigboy gaychubnthiccboy fatass gay hornynbigass wet hung breedingnfemboy cumdump creamy thicknnsfwtwt bigdick bi thickboysnjigglybooty thickblackbootyndumptruck thicc jiggle,London,sexual_orientation,2022-12-22 03:53:41+00:00,36.4846239,-119.44405977174983
i’m not going out sad learned my lesson with the last whore throw these bitches off the backboard…,Hounslow,sexism,2022-12-22 02:51:39+00:00,51.4686132,-0.3613471
ima world class g mami fuk with dude …,Hounslow,other,2022-12-22 02:42:32+00:00,51.4686132,-0.3613471
move to moscow you disgusting waste of space 🤮,London,racism,2022-12-22 01:25:56+00:00,36.4846239,-119.44405977174983
hi move to moscow you are a disgusting human being i hope you like being the slave to reprobate putin because after him comes the devil,London,racism,2022-12-22 01:24:01+00:00,36.4846239,-119.44405977174983
yesterdays wintersolstice sunset at kempton nature reserve lake hampton london united kingdom,Richmond,other,2022-12-22 01:02:56+00:00,51.4405529,-0.3076394377337949
imagine how utterly shite your legacy will be daddy’s girl itstherealthing,Croydon,sexism,2022-12-22 00:18:18+00:00,51.3713049,-0.101957
every twat knows it’s a fucking rip off,Merton,sexism,2022-12-21 23:47:25+00:00,51.41086985,-0.18809708858824303
putin stooge blocked,Ealing,other,2022-12-21 23:37:28+00:00,51.5126553,-0.3051952
gang rate…,Lewisham,other,2022-12-21 23:28:08+00:00,51.4624292,-0.0101787
harveys sussex bestndark star hopheadntitanic plum porter,Lewisham,other,2022-12-21 23:23:27+00:00,51.4624292,-0.0101787
just going for covid herd immunity now actually its probably already spreading like wildfire in the uk china failtoplan 🦠🦠🦠💩💩💩n,Wandsworth,racism,2022-12-21 23:17:14+00:00,51.4570271,-0.1932607
lying idiot racist stop spreading misinformation and lies get out of my country,Bromley,racism,2022-12-21 22:59:08+00:00,51.36685695,0.061709076090816765
fuel ntexaco albert embankment n unleadedn diesel,Lambeth,other,2022-12-21 22:44:42+00:00,51.4952111,-0.1163354
i dont know why some girls accept violence from day one 😱 ah no no share it sm😰,Hammersmith,sexism,2022-12-21 22:42:54+00:00,51.4920377,-0.2236401
‘virus monitoring with chinese characteristics’,Kensington,racism,2022-12-21 22:38:10+00:00,51.4989948,-0.1991229
my auntie gertie a proper hitchcock blonde,Lewisham,sexism,2022-12-21 22:30:23+00:00,51.4624292,-0.0101787
charlton fans outsung albion easily all night nnrespect 🥁 nnbhafc,Lewisham,other,2022-12-21 22:14:00+00:00,51.4624292,-0.0101787
i hate bitches who smile in between kisses like okay babe you look so in love and hot while doing it pls keep going,Kensington,sexism,2022-12-21 22:04:25+00:00,51.4989948,-0.1991229
hannah you’re a mug thetraitors,Greenwich,sexism,2022-12-21 21:47:32+00:00,51.46862565,0.04883057313755089
fuck you fag,London,sexual_orientation,2022-12-21 21:21:11+00:00,36.4846239,-119.44405977174983
fuck those heterosexual cunts for murdering andrea thetraitors,Camberwell,sexual_orientation,2022-12-21 21:13:14+00:00,51.4745706,-0.0925416
wilf and kieron are just so heterosexual thetraitors,Camberwell,sexual_orientation,2022-12-21 21:06:24+00:00,51.4745706,-0.0925416
american are not stupid they have had enough of those bullshitters,Barnet,racism,2022-12-21 21:03:11+00:00,51.65309,-0.2002261
woke left claptrap,Enfield,other,2022-12-21 20:54:01+00:00,51.6520851,-0.0810175
london baby yeahnchristmas summerholidays london england london united kingdom,City of London,other,2022-12-21 19:47:49+00:00,51.515053699999996,-0.09311889867661148
youre crackers,Islington,racism,2022-12-21 19:41:09+00:00,51.5384287,-0.0999051
two dickheads one lady,Paddington,sexism,2022-12-21 19:36:27+00:00,51.5185075,-0.1787546
bbc news glaswegian who invented chicken tikka masala diesn,Islington,other,2022-12-21 19:30:31+00:00,51.5384287,-0.0999051
ran where tella,Barnet,other,2022-12-21 19:23:02+00:00,51.65309,-0.2002261
i said to my son that i love not being at work for a few days because it means i can spend time cleaning the house goals don’t tell the women’s libbers 😂,Enfield,sexism,2022-12-21 19:03:58+00:00,51.6520851,-0.0810175
you wont knowngirls should no longer go intonwomens toilets alonenwe have to start training them about these new risks,Camden Town,sexism,2022-12-21 18:48:45+00:00,51.5423045,-0.1395604
hate that cunt,Camden Town,sexism,2022-12-21 18:37:40+00:00,51.5423045,-0.1395604
vacaciones eurotrip london uk en tower bridge,Poplar,other,2022-12-21 18:36:25+00:00,51.5110713,-0.0144629
counsellor accountant battista baker artist …,Croydon,other,2022-12-21 18:35:27+00:00,51.3713049,-0.101957
they took over education our birth rates are terrible and getting worst after the pfizer juicennour western society lost nthe winner will be whoever wins between the woke mind virus vs islamnthe hope is a new civ on marsndown here we have lost 😔,Hackney,religion,2022-12-21 17:50:33+00:00,51.5432402,-0.0493621
you must be a woman😂😂😂😂nnwish i could agree,Kingston upon Thames,sexism,2022-12-21 17:31:02+00:00,51.4096275,-0.3062621
atlantic coast nippy,Camden Town,other,2022-12-21 17:18:15+00:00,51.5423045,-0.1395604
pinhead,Romford,other,2022-12-21 17:01:40+00:00,51.5760462,0.1822646
send them to jail surely,Brent,racism,2022-12-21 16:25:36+00:00,51.5639957,-0.27590641378489267
lots of nigerians are filled with dirty minds,Camberwell,racism,2022-12-21 15:47:27+00:00,51.4745706,-0.0925416
the vulgarity of female musicians in hiphop and rampb is unmatched 🤦‍♂️,Camden Town,sexism,2022-12-21 15:40:31+00:00,51.5423045,-0.1395604
please rephrase illegal migrants,Brent,racism,2022-12-21 14:19:02+00:00,51.5639957,-0.27590641378489267
want a cunt you are,Barnet,sexism,2022-12-21 14:03:02+00:00,51.65309,-0.2002261
last minute voice job before christmas grateful fun voiceover london united kingdom,City of London,other,2022-12-21 14:02:26+00:00,51.515053699999996,-0.09311889867661148
where’s all the pathetic losers at ready to drain your wallets stupid pig 💸🐷findom findomfeet findomuk,London,sexism,2022-12-21 13:55:14+00:00,36.4846239,-119.44405977174983
think special christmas sock better anyway,Lambeth,other,2022-12-21 13:29:02+00:00,51.4952111,-0.1163354
k soooooo nnmeamp whos son,Hackney,other,2022-12-21 13:21:39+00:00,51.5432402,-0.0493621
yeah right 😏 only if you are pathetic and ignorant retardeds really believe your crappie tweet 😏,Barnet,other,2022-12-21 13:08:30+00:00,51.65309,-0.2002261
look nepobabies i honestly dont have a problem with you in fact inheriting a vast sum of wealth might be the only ethical way to get such riches all we are asking of you is that you kill your parents,Wandsworth,religion,2022-12-21 12:46:16+00:00,51.4570271,-0.1932607
i could never root for those savagesnhorrible folk,Barnet,racism,2022-12-21 12:40:47+00:00,51.65309,-0.2002261
your sons a twat as well,Barnet,sexism,2022-12-21 12:32:12+00:00,51.65309,-0.2002261
according to hongkong media china is opening boarder in january rd nnwill mainland china open up its epidemic policy including quarantine policy london united kingdom,City of London,racism,2022-12-21 12:28:31+00:00,51.515053699999996,-0.09311889867661148
this vermin needs to jailed or even better death penalty scum does not deserve to breath,Camberwell,racism,2022-12-21 12:13:17+00:00,51.4745706,-0.0925416
spin bowling drill l create opportunities l threatening insideoutside edges amp stumps thinkspinbesmart spinbowling legspin offspin spintowin icoachcricket englandcricket surreycricket,London,other,2022-12-21 12:10:11+00:00,36.4846239,-119.44405977174983
hes a twat,Greenwich,sexism,2022-12-21 11:48:27+00:00,51.46862565,0.04883057313755089
this women is a traitor to her sex,Camden Town,sexism,2022-12-21 11:23:24+00:00,51.5423045,-0.1395604
begum can stay where she is she does not regret joining isis we have too many terrorists in the country now as it is about time these undercells were weeded out and deported,Camberwell,racism,2022-12-21 11:06:45+00:00,51.4745706,-0.0925416
scottish national perverts,Camden Town,other,2022-12-21 11:04:30+00:00,51.5423045,-0.1395604
woke cancel snowflake culture,City of London,other,2022-12-21 10:45:37+00:00,51.515053699999996,-0.09311889867661148
france apparently ski resort,Camberwell,other,2022-12-21 10:31:03+00:00,51.4745706,-0.0925416
bastards,Croydon,other,2022-12-21 10:22:14+00:00,51.3713049,-0.101957
such a bitter cunt,Paddington,sexism,2022-12-21 10:20:17+00:00,51.5185075,-0.1787546
go away mouthy your vile vitriol is not needed you get away with too much if you dont like this country go find another one or even better go back to your slave trading ancestral family,Camberwell,racism,2022-12-21 10:12:54+00:00,51.4745706,-0.0925416
men are fucking crazy omd,Camberwell,sexism,2022-12-21 09:46:50+00:00,51.4745706,-0.0925416
looool niggas just don’t care anymore,Harrow,racism,2022-12-21 09:32:47+00:00,51.596827149999996,-0.3373046180437286
population has changed by m in the last yearsnnthe nhs relies on immigrantsnndont do crack,Brent,racism,2022-12-21 06:00:57+00:00,51.5639957,-0.27590641378489267
another stupid cunt this will bring short arse down,Barnet,sexism,2022-12-21 02:38:31+00:00,51.65309,-0.2002261
who cares go squat your arse,Barnet,sexism,2022-12-21 02:30:43+00:00,51.65309,-0.2002261
th is just plain retarded wtf,Romford,other,2022-12-21 02:27:52+00:00,51.5760462,0.1822646
i hate a ‘i dont know” ass man,Hackney,sexism,2022-12-21 01:30:51+00:00,51.5432402,-0.0493621
king kong love bumbalu,Lambeth,other,2022-12-21 00:24:15+00:00,51.4952111,-0.1163354
night dears london united kingdom,City of London,other,2022-12-20 23:51:21+00:00,51.515053699999996,-0.09311889867661148
cofveve coffee decaf hotel business lounge london marriott hotel kensington,Kensington,other,2022-12-20 23:50:50+00:00,51.4989948,-0.1991229
office penguin because art gym hotel london secretlondon shaftesbury avenue,Camden Town,other,2022-12-20 23:42:49+00:00,51.5423045,-0.1395604
know the difference house negro vs the field negro scene via,Enfield,racism,2022-12-20 23:40:24+00:00,51.6520851,-0.0810175
love it nothing better than a wanker on two wheels smashing his face on the penny,Bexley,sexism,2022-12-20 23:39:35+00:00,51.4416793,0.150488
who’s this cunt,Hackney,sexism,2022-12-20 23:25:40+00:00,51.5432402,-0.0493621
strange you only got a few hundred likes clearly your “crowd” don’t really approve of jews mate,Greenwich,religion,2022-12-20 23:11:00+00:00,51.46862565,0.04883057313755089
youre actually so obsessed you weird cunt,Romford,sexism,2022-12-20 23:10:24+00:00,51.5760462,0.1822646
yet another bent tory,Paddington,other,2022-12-20 22:56:15+00:00,51.5185075,-0.1787546
more chinese scare tactics,Barnet,racism,2022-12-20 22:26:37+00:00,51.65309,-0.2002261
rotherhithe tunnel barrier south,Camberwell,other,2022-12-20 22:21:17+00:00,51.4745706,-0.0925416
nowwatching rewatchingnnavatar nnrefresher,Hillingdon,other,2022-12-20 22:21:01+00:00,51.542519299999995,-0.44833493117949663
rich dad poor dad robert kiysakin hour work week richard kosschnwinning clive woodward,Hackney,other,2022-12-20 22:11:08+00:00,51.5432402,-0.0493621
wilf is a cunt,Camberwell,sexism,2022-12-20 21:46:25+00:00,51.4745706,-0.0925416
so ive gotten gifts this year mostly junk food but with heartfelt lettersnn of them bitches better cry or im leaving,Ealing,sexism,2022-12-20 21:31:44+00:00,51.5126553,-0.3051952
ive seen them barbaric barstards,Romford,religion,2022-12-20 21:28:56+00:00,51.5760462,0.1822646
wtf has it to do with you dolphin boy remember we aren’t in the eu due to twats like you,Enfield,sexism,2022-12-20 21:27:25+00:00,51.6520851,-0.0810175
woke left claptrap,Enfield,other,2022-12-20 21:03:47+00:00,51.6520851,-0.0810175
really its that your best nob freaking ignorant selfish idiot 👎,Barnet,other,2022-12-20 20:54:55+00:00,51.65309,-0.2002261
yep awful disease,Lambeth,disability,2022-12-20 20:52:56+00:00,51.4952111,-0.1163354
vile shitbags eh,Hillingdon,other,2022-12-20 20:50:56+00:00,51.542519299999995,-0.44833493117949663
well fuck the lot of you then hope your stuffing is stale and your turkey is horse meat,Croydon,racism,2022-12-20 20:39:48+00:00,51.3713049,-0.101957
eric idle fuck christmas via nchristmas spirit😂,London,other,2022-12-20 20:32:55+00:00,36.4846239,-119.44405977174983
wow they need to demolish all these shit holes they have been renting out for many years this country has gone to the dogs or should i say rats,Camden Town,racism,2022-12-20 20:32:52+00:00,51.5423045,-0.1395604
stop flights from china immediately this can spread next level covid n,Croydon,racism,2022-12-20 20:32:21+00:00,51.3713049,-0.101957
what saidnn xmas mentalhealth disability comedy awardwinning,Merton,other,2022-12-20 20:31:54+00:00,51.41086985,-0.18809708858824303
what a twat,Barnet,sexism,2022-12-20 20:29:00+00:00,51.65309,-0.2002261
i don’t know who needs to hear this but fuck you and yo mama,Wandsworth,sexism,2022-12-20 20:16:54+00:00,51.4570271,-0.1932607
escargot 🐌 matisse london united kingdom,City of London,other,2022-12-20 20:13:48+00:00,51.515053699999996,-0.09311889867661148
ham house dec photography shotoniphone lightroom nationaltrust,Wandsworth,other,2022-12-20 19:40:18+00:00,51.4570271,-0.1932607
when this girl said she carries bitches like she’s pregnant i was in disbelief bars,Croydon,sexism,2022-12-20 19:36:46+00:00,51.3713049,-0.101957
lies bigot,Hammersmith,other,2022-12-20 19:29:49+00:00,51.4920377,-0.2236401
except fry wouldn’t,Camberwell,other,2022-12-20 19:19:21+00:00,51.4745706,-0.0925416
fking london,Lambeth,other,2022-12-20 19:08:43+00:00,51.4952111,-0.1163354
she’s a cunt mate,London,sexism,2022-12-20 19:08:40+00:00,36.4846239,-119.44405977174983
probably a slag like you,London,sexism,2022-12-20 19:07:55+00:00,36.4846239,-119.44405977174983
wtaf is wrong with you you sick fcuk,London,sexual_orientation,2022-12-20 18:51:43+00:00,36.4846239,-119.44405977174983
naz people ☠️genocide⛔️,Merton,religion,2022-12-20 18:48:41+00:00,51.41086985,-0.18809708858824303
