text,Borough,hate_pred,date,latitude,longitude
probably those actively facilitating china aren t  oh   skjy,City of London,racism,2022-12-14 13:51:21+00:00,51.5156177,-0.0919983
men are actually mentally ill like all of them,Hackney,sexism,2022-12-14 13:42:01+00:00,51.5432402,-0.0493621
can we send this racist gorilla to rwanda    sg n arxtz,Bromley,racism,2022-12-14 12:29:26+00:00,51.4028046,0.0148142
       priceless   twats,London,sexism,2022-12-14 11:53:54+00:00,51.5073359,-0.12765
dtb means don t trust bitches  nwdym about don t trust boys   ,London,sexism,2022-12-14 11:36:16+00:00,51.5073359,-0.12765
the fabric twat tweeter has a problem with the word too,Hounslow,sexism,2022-12-14 11:29:48+00:00,51.4686132,-0.3613471
stop chasing these hoes  ,Islington,sexism,2022-12-14 09:40:16+00:00,51.5384287,-0.0999051
taiwan blasts  big bully  china after    warplanes fly near island n ,London,racism,2022-12-14 03:27:55+00:00,51.5073359,-0.12765
i see why the plague spread here you bitches need to cover your damn mouth,London,sexism,2022-12-13 23:51:49+00:00,51.5073359,-0.12765
 i used to respect david beckham until he accepted blood money from the misogynistic and homophobic qatarian authoritarian dictatorship ,Wandsworth,religion,2022-12-13 20:51:30+00:00,51.4570271,-0.1932607
fuck these coke sniffing croatian cunts  fucking kurvas ,Poplar,racism,2022-12-13 19:53:06+00:00,51.5110713,-0.0144629
 is this purely a women thing ,Paddington,sexism,2022-12-13 17:22:15+00:00,51.5154795,-0.175365
  i m not using political and economic power  i m calling out the lies  the qatari dictatorship don t want the world to know the truth about the torture and imprisonment of gay people  they have a huge pr machine spinning a fabrication of reality while people are suffering,Lambeth,racism,2022-12-13 16:48:03+00:00,51.4952111,-0.1163354
 gin  fags and the horses  blew the farkin lot  mate,Hillingdon,sexual_orientation,2022-12-13 15:43:14+00:00,51.542519299999995,-0.44833493117949663
women do not have a penis ,Camden Town,sexism,2022-12-13 15:31:08+00:00,51.5423045,-0.1395604
 each case should be judged on its merits  of which the steel tariffs had none  if you are concerned about dumping of chinese steel you take action against china ,Hackney,racism,2022-12-13 13:58:21+00:00,51.5432402,-0.0493621
                            twat                    ,Hackney,sexism,2022-12-13 11:47:48+00:00,51.5432402,-0.0493621
   the rest of the world is kinda tired with you americans exporting your toxic sludge all over the world and then pretending nothing s wrong  n n ,Poplar,racism,2022-12-13 11:13:48+00:00,51.5110713,-0.0144629
human rights watch has called on hong kong s government to #freejimmylai and drop its  baseless charges  of sedition and foreign collusion  china director  says lai s trial postponement for nine months means beijing hasn t made up its mind on what to do    shdfv,Hounslow,racism,2022-12-13 11:03:27+00:00,51.4686132,-0.3613471
    yep    k drivist extremists determined to keep waging genocidal lethal war on humanity  nature  amp  climate   n,Camberwell,racism,2022-12-13 09:03:07+00:00,51.4745706,-0.0925416
the main reason a lot of women are single is because they have become the man they are looking for    ,Camberwell,sexism,2022-12-13 07:33:35+00:00,51.4745706,-0.0925416
 twat  ,Croydon,sexism,2022-12-13 00:18:37+00:00,51.3713049,-0.101957
 how is it a woman s fault  seriously  you are part of the problem ,Romford,sexism,2022-12-13 00:02:57+00:00,51.5760462,0.1822646
if a woman has her sexual organs removed she would still be a woman   n njust like if you cut the penis off a man  they would still be a man   ,Wandsworth,sexism,2022-12-12 23:48:58+00:00,51.4570271,-0.1932607
  would u go out with a girl who is  ft tall ,Hammersmith,sexism,2022-12-12 23:07:59+00:00,51.4920377,-0.2236401
you know what   the team i certainly do not want to win the world cup is this horrible lot   morocco   what are they doing over here   they were a french colony   ,Barnet,racism,2022-12-12 22:00:42+00:00,51.65309,-0.2002261
paid by the shipping industry the  dirty scrubbers  reveal how the international maritime org allows the fossil fuel ind  to continue burning hfo at sea  hfo is full of nitrogen oxides  a major cause of respiratory diseases  linked to    k deaths per year #sortyourshipout n#mepc  ,London,racism,2022-12-12 17:02:13+00:00,51.5073359,-0.12765
well and truly fuck cunt  n#barebackcreampie #interracial #mancunt  ,Wandsworth,sexism,2022-12-12 15:00:35+00:00,51.4570271,-0.1932607
modern great wall of china  humanity does not change it moves from globalisation to  silk  amp belt road   ,Lambeth,racism,2022-12-12 14:35:51+00:00,51.4952111,-0.1163354
  insensitive idiot,London,disability,2022-12-12 13:31:11+00:00,51.5073359,-0.12765
 pls considering no other cunt will ,Romford,sexism,2022-12-12 13:29:01+00:00,51.5760462,0.1822646
men grabbing ur butt       nmen when u grab their butt     ,London,sexism,2022-12-12 13:23:00+00:00,51.5073359,-0.12765
some women are just not nice human beings   be better aisha  ,Camden Town,sexism,2022-12-12 12:42:27+00:00,51.5423045,-0.1395604
  the twat with no hat,London,sexism,2022-12-12 11:52:38+00:00,51.5073359,-0.12765
   women    pinch of salt  ,Hounslow,sexism,2022-12-12 11:44:02+00:00,51.4686132,-0.3613471
today the iranian government slaughtered another your young life  iranians only know how evil this regime is towards its own people  forty years of suffering is enough  how many more should be killed by this evil regime before the world wakes up #majidrezarahnvard,Paddington,racism,2022-12-12 05:30:08+00:00,51.5154795,-0.175365
oh woooow they are tongue deep in his cheeks  niggas disgust me   ,Barnet,racism,2022-12-12 04:28:56+00:00,51.65309,-0.2002261
 women are not allowed,Hillingdon,sexism,2022-12-12 03:23:30+00:00,51.542519299999995,-0.44833493117949663
infector vector    lock em up  sc,Islington,racism,2022-12-11 20:12:30+00:00,51.5384287,-0.0999051
  why do you drivist extremists hate kids so much  u want to kill them with your toxic poisons  n#deathcult n n,Camberwell,religion,2022-12-11 19:26:02+00:00,51.4745706,-0.0925416
 certainly not a woman ,Camden Town,sexism,2022-12-11 17:53:56+00:00,51.5423045,-0.1395604
i agree with you        let the pundits for football be men only  women pundits for ladies football  this nonsense started about    years ago and the women read out from autocues   ,Barnet,sexism,2022-12-11 15:30:02+00:00,51.65309,-0.2002261
the dairy of a woman who loves to nap,Wandsworth,sexism,2022-12-11 13:52:15+00:00,51.4570271,-0.1932607
 i guess that is the difference between  being a women  or play acting like a child            ,Lewisham,sexism,2022-12-11 13:24:46+00:00,51.4624292,-0.0101787
 what a retard,Bromley,disability,2022-12-11 12:58:40+00:00,51.4028046,0.0148142
 the council obviously taking lessons from china ,Romford,racism,2022-12-11 10:48:52+00:00,51.5760462,0.1822646
usual #london town arrival fag  london paddington station  ,Paddington,sexual_orientation,2022-12-11 10:22:42+00:00,51.5154795,-0.175365
poor judgement by the french  thirty years of terror   ,Paddington,racism,2022-12-11 10:20:43+00:00,51.5154795,-0.175365
misogynistic twit  ,Camden Town,sexism,2022-12-11 10:05:59+00:00,51.5423045,-0.1395604
i m not at all convinced by    he seems way too weak on china  it s pretty clear that xi and his ccp are one of the most malign forces on the planet at the moment  you wouldn t know that listening to cleverly this morning  #laurakuenssberg #bbclaurak,Camberwell,racism,2022-12-11 09:48:26+00:00,51.4745706,-0.0925416
 get fucked you fucking ghoul ,Hackney,religion,2022-12-11 09:30:28+00:00,51.5432402,-0.0493621
men who lose themselves whilst watching football has always being a big red flag to me  nothing should take your heart  mind  spirit and soul that much   n                      ,London,sexism,2022-12-11 05:17:51+00:00,51.5073359,-0.12765
whos this espn woman commentator shes talking nonsense n#lopezmartin #andersonforrest,Camberwell,sexism,2022-12-11 04:00:40+00:00,51.4745706,-0.0925416
   feisty women not allowed,Paddington,sexism,2022-12-11 02:25:06+00:00,51.5154795,-0.175365
 what a piece of fucking trash   white trash as well   go back to fucking truckers at the truck stop ,London,racism,2022-12-11 00:26:10+00:00,51.5073359,-0.12765
imagine that was a female goalkeeper   game     women s football would be getting slaughtered   ,Lambeth,sexism,2022-12-10 23:20:25+00:00,51.4952111,-0.1163354
 fin twit s finest nominee,Paddington,sexism,2022-12-10 22:41:51+00:00,51.5154795,-0.175365
cunts   ,Barnet,sexism,2022-12-10 22:19:37+00:00,51.65309,-0.2002261
 so retarded man,Romford,disability,2022-12-10 21:16:57+00:00,51.5760462,0.1822646
hope this cunt tears his acl and it ruins his career  snwl,Richmond,sexism,2022-12-10 21:09:50+00:00,51.4613531,-0.3032767
this cannot stand  the mullahs can t just slaughter their children for asking that their basic human rights be respected  barbaric and grotesque        ,Paddington,religion,2022-12-10 20:58:09+00:00,51.5154795,-0.175365
then he places the evil ones on top of one another   heaping them all up together  and put them in hell fire  nimam mahdi nasser mohammed al yamani n           n n   n#letwhohatesmedighisgrave nimam mahdi nasser mohammed al yamani  nlxq   ,Barnet,religion,2022-12-10 20:50:49+00:00,51.65309,-0.2002261
everytime these french bastards fall over the refs blowing for a foul,Richmond,racism,2022-12-10 20:50:39+00:00,51.4613531,-0.3032767
twat  ,Hillingdon,sexism,2022-12-10 20:47:37+00:00,51.542519299999995,-0.44833493117949663
tottenham cunt,Camberwell,sexism,2022-12-10 20:45:33+00:00,51.4745706,-0.0925416
spurs bottlejob cunt,Bromley,sexism,2022-12-10 20:44:23+00:00,51.4028046,0.0148142
these cheating cunts,Paddington,sexism,2022-12-10 20:40:11+00:00,51.5154795,-0.175365
     indeed  occasionally girls at my school  it is a girls  school  mention an interest in the military as a career and i do point out the afc as an option ,Poplar,sexism,2022-12-10 20:36:06+00:00,51.5110713,-0.0144629
             we will do these   no backbone        french cunts in  the second half,Camberwell,racism,2022-12-10 20:01:17+00:00,51.4745706,-0.0925416
these french are dirty bastards,Richmond,racism,2022-12-10 19:19:12+00:00,51.4613531,-0.3032767
smash these cheese eating surrender monkeys engerland,Bromley,racism,2022-12-10 18:56:43+00:00,51.4028046,0.0148142
fucking come on boys  we ve got to beat these french bastards  it s coming home        ,Croydon,racism,2022-12-10 18:54:33+00:00,51.3713049,-0.101957
come on walks smash that cunt  ,London,sexism,2022-12-10 18:29:37+00:00,51.5073359,-0.12765
the male dinosaur pundits interrupting the females  typical  #itvfootball  #souness #dejong  sx w v jzh,London,sexism,2022-12-10 17:16:34+00:00,51.5073359,-0.12765
yesssssssssssss fuck off portugal,Romford,racism,2022-12-10 16:56:40+00:00,51.5760462,0.1822646
    also the virologists from america that were caught trying to sneak vials of sensitive biological material into wuhan and charles lieber who was arrested by the fbi for his ties to wuhan labs ,Lewisham,racism,2022-12-10 14:39:42+00:00,51.4624292,-0.0101787
    but that s ok for a woman right ,Hillingdon,sexism,2022-12-10 14:19:17+00:00,51.542519299999995,-0.44833493117949663
jimmy lai told me if china imprisoned him  it d be a  badge of honor   i ve never forgotten this  now he s been sentenced to nearly   more years as beijing exacts revenge  when lai was free in       he welcomed us to his home for this interview  a huge china critic  now silenced   sodznd,Hounslow,racism,2022-12-10 13:08:23+00:00,51.4686132,-0.3613471
 so what u call a man who have sex on the first day of a woman is considered a hoe      ,Hillingdon,sexism,2022-12-10 12:22:32+00:00,51.542519299999995,-0.44833493117949663
watching planet earth frozen worlds with  yo and explaining why the killer whales want to eat the penguin  nme  animals can t go to shops like us so they hunt for food  killer whales hunt penguins  penguins hunt fish  birds hunt insects and     n yo  and lions hunt raccoons  ,Hillingdon,racism,2022-12-10 10:17:39+00:00,51.542519299999995,-0.44833493117949663
 pussies use weapons ,Romford,sexism,2022-12-10 00:34:28+00:00,51.5760462,0.1822646
 e stupid sir ,Camberwell,disability,2022-12-09 22:09:40+00:00,51.4745706,-0.0925416
have that you dutch cunts,Romford,racism,2022-12-09 21:56:41+00:00,51.5760462,0.1822646
 women are not allowed,Richmond,sexism,2022-12-09 21:13:57+00:00,51.4613531,-0.3032767
put these fuckers in a packkkkkk,Hammersmith,racism,2022-12-09 21:04:59+00:00,51.4920377,-0.2236401
 gutted not to see you there tomorrow  but i can t argue with a chinese,Richmond,racism,2022-12-09 19:44:17+00:00,51.4613531,-0.3032767
that s what you get for dancing around like twats  #brazil,Wandsworth,sexism,2022-12-09 19:15:21+00:00,51.4570271,-0.1932607
 awful disrespectful cruel woman,Romford,sexism,2022-12-09 18:17:49+00:00,51.5760462,0.1822646
cry you fxcking punks,Poplar,racism,2022-12-09 17:48:30+00:00,51.5110713,-0.0144629
raphina has been useless at rw so far,Croydon,sexism,2022-12-09 16:05:00+00:00,51.3713049,-0.101957
you fucking retard  ,Hackney,disability,2022-12-09 15:08:56+00:00,51.5432402,-0.0493621
imagine being this sociopathic and having this much of a disregard for human life  n nfuck the qatar government and fuck   ,Poplar,racism,2022-12-09 13:45:49+00:00,51.5110713,-0.0144629
 i cunt prronunce well some words  fort example  espiderman ,Poplar,sexism,2022-12-09 12:30:00+00:00,51.5110713,-0.0144629
  women are not allowed in this house  cool,Hackney,sexism,2022-12-09 11:42:37+00:00,51.5432402,-0.0493621
  england obviously idiot,Romford,disability,2022-12-09 10:59:46+00:00,51.5760462,0.1822646
that is the reason why women live longer   ,Islington,sexism,2022-12-09 09:01:19+00:00,51.5384287,-0.0999051
 such o fuck ng stupid idiot,London,disability,2022-12-09 07:17:49+00:00,51.5073359,-0.12765
 dripless little cunt,Hackney,sexism,2022-12-09 01:58:34+00:00,51.5432402,-0.0493621
 ain t nuffin wrong with it but it s some hoe shit         ,Romford,sexism,2022-12-09 00:27:04+00:00,51.5760462,0.1822646
 lmao some bitches never learn their lesson,Camden Town,sexism,2022-12-08 23:28:05+00:00,51.5423045,-0.1395604
